cell_id,date,scenario,failure_day,load_index,sinr_db,rsrp_dbm,rsrq_db,cqi_mean,avg_rank,mcs_dl_mean,bler_dl_pct,ul_bler_pct,harq_retx_ratio,prb_util_dl_pct,ul_prb_util_pct,active_users,traffic_volume_gb,mu_mimo_ratio,rank_1_ratio,bfr_count,beam_switch_count,beam_concentration,rrc_setup_success_pct,drb_setup_success_pct,prach_success_pct,pucch_util_pct,ul_rssi_dbm,cqi_rank_gap,beam_efficiency,sinr_cqi_delta
Cell_0455,01/10/2024,healthy,-1,1.0,24.397,-66.162,-7.444,10.082,2.849,24.218,1.276,1.89,0.063,41.279,24.042,13.0,6.618,0.769,0.23,0.0,7.0,0.295,99.687,96.387,98.974,19.153,-102.931,3.539,0.54,9.27
Cell_0455,01/11/2024,healthy,-1,1.0,23.549,-62.626,-6.779,11.026,2.606,25.44,1.616,1.93,0.085,39.041,25.308,13.0,6.851,0.767,0.234,1.0,2.0,0.256,100.0,98.48,97.68,19.83,-109.104,4.231,0.491,7.01
Cell_0455,01/12/2024,healthy,-1,0.944,22.301,-64.054,-6.684,10.339,2.756,26.056,2.036,2.218,0.072,39.804,23.259,14.0,6.249,0.812,0.203,6.0,2.0,0.313,98.408,98.092,99.385,15.409,-109.446,3.751,0.548,6.79
Cell_0455,01/13/2024,healthy,-1,0.824,21.199,-68.664,-6.686,10.011,2.788,22.827,1.473,1.899,0.094,39.278,21.659,13.0,5.391,0.786,0.209,2.0,4.0,0.259,98.577,98.88,100.0,18.423,-106.12,3.591,0.54,6.18
Cell_0455,01/14/2024,healthy,-1,0.743,19.689,-67.257,-6.967,10.22,2.821,23.999,1.657,2.244,0.087,28.942,18.717,13.0,5.214,0.7,0.292,3.0,0.0,0.251,99.361,97.398,99.827,12.756,-105.839,3.623,0.485,4.36
Cell_0455,01/15/2024,healthy,-1,1.0,21.594,-66.616,-7.252,9.355,2.455,23.586,1.554,2.377,0.073,46.23,28.714,14.0,6.57,0.701,0.276,0.0,5.0,0.219,99.794,97.551,99.543,20.61,-102.743,3.81,0.424,7.56
Cell_0455,01/16/2024,healthy,-1,0.935,21.659,-66.49,-7.273,10.336,2.531,26.231,1.446,2.087,0.058,34.555,24.894,13.0,4.519,0.766,0.273,1.0,4.0,0.285,100.0,98.505,98.924,18.943,-105.401,4.083,0.478,6.16
Cell_0455,01/17/2024,healthy,-1,0.977,22.598,-63.553,-6.214,9.936,2.794,24.712,1.162,2.282,0.07,39.051,19.906,16.0,5.61,0.863,0.118,1.0,3.0,0.263,99.293,95.171,99.814,20.829,-106.398,3.556,0.596,7.69
Cell_0455,01/18/2024,healthy,-1,1.0,19.672,-67.152,-6.917,10.212,2.688,27.081,1.428,2.356,0.07,41.286,28.432,16.0,5.001,0.793,0.191,0.0,4.0,0.273,99.954,98.064,98.459,22.85,-103.781,3.799,0.525,4.35
Cell_0455,01/19/2024,healthy,-1,0.969,20.351,-64.999,-7.286,9.846,2.584,26.774,1.552,1.949,0.071,41.79,26.23,14.0,6.14,0.794,0.251,3.0,6.0,0.29,98.263,98.404,100.0,20.137,-102.22,3.81,0.505,5.58
Cell_0455,01/20/2024,healthy,-1,0.847,22.348,-65.178,-7.265,11.041,2.804,23.608,1.392,2.596,0.09,31.557,18.811,13.0,5.314,0.749,0.214,2.0,8.0,0.231,99.866,96.34,98.736,15.939,-109.929,3.938,0.518,5.79
Cell_0455,01/21/2024,healthy,-1,0.807,21.599,-64.797,-6.72,9.821,3.198,26.039,2.387,2.399,0.091,27.036,19.673,12.0,5.775,0.866,0.138,1.0,6.0,0.297,100.0,99.541,97.234,17.821,-103.847,3.071,0.676,6.87
Cell_0455,01/22/2024,healthy,-1,0.991,20.356,-67.158,-6.897,10.261,2.594,24.654,1.211,2.007,0.067,38.764,23.627,13.0,6.902,0.711,0.302,1.0,3.0,0.282,100.0,98.887,98.519,17.82,-108.991,3.956,0.455,4.96
Cell_0455,01/23/2024,healthy,-1,0.955,19.851,-64.008,-7.638,10.146,2.728,27.322,1.707,2.12,0.066,41.474,22.197,15.0,4.601,0.803,0.183,1.0,5.0,0.314,99.024,96.27,99.157,18.458,-107.403,3.719,0.539,4.63
Cell_0455,01/24/2024,healthy,-1,1.0,20.454,-60.546,-7.169,10.915,2.746,24.822,1.678,1.58,0.083,46.69,21.809,14.0,4.715,0.739,0.227,4.0,5.0,0.26,99.059,97.894,99.756,17.211,-108.55,3.975,0.499,4.08
Cell_0455,01/25/2024,healthy,-1,1.0,22.059,-62.833,-6.932,9.825,2.825,26.042,1.32,1.829,0.073,36.026,25.8,17.0,7.258,0.811,0.189,2.0,5.0,0.266,100.0,97.343,99.643,19.414,-109.518,3.478,0.565,7.32
Cell_0455,01/26/2024,healthy,-1,0.909,22.438,-64.98,-7.608,10.43,2.505,25.007,1.488,1.771,0.073,32.355,19.865,15.0,5.939,0.756,0.243,2.0,2.0,0.244,99.751,96.85,98.751,16.401,-108.3,4.163,0.467,6.79
Cell_0455,01/27/2024,healthy,-1,0.768,21.627,-66.697,-7.18,10.462,2.935,26.625,1.043,2.045,0.065,27.724,20.335,12.0,4.727,0.856,0.154,2.0,4.0,0.313,100.0,98.911,99.54,15.108,-109.025,3.565,0.622,5.93
Cell_0455,01/28/2024,healthy,-1,0.783,21.533,-63.886,-7.452,10.585,2.568,26.061,1.312,2.672,0.086,33.303,17.695,12.0,4.118,0.833,0.164,2.0,4.0,0.33,98.6,99.893,99.099,14.771,-110.894,4.121,0.528,5.65
Cell_0455,01/29/2024,healthy,-1,1.0,23.176,-63.952,-6.666,10.29,2.529,26.735,1.889,1.763,0.064,40.333,23.488,12.0,7.294,0.757,0.263,1.0,3.0,0.254,100.0,96.508,99.724,16.821,-105.384,4.068,0.47,7.74
Cell_0455,01/30/2024,healthy,-1,0.989,18.356,-66.907,-7.449,9.824,2.776,25.667,2.175,1.651,0.078,43.398,20.942,17.0,6.328,0.652,0.307,5.0,1.0,0.363,98.584,96.051,99.263,18.182,-104.009,3.539,0.443,3.62
Cell_0456,01/01/2024,beam_failure,7,0.985,1.345,-75.016,-8.919,9.257,2.208,22.813,1.723,2.981,0.102,23.592,17.789,8.0,2.178,0.387,0.588,0.0,6.0,0.366,98.71,97.376,98.247,14.408,-105.439,4.193,0.21,-12.54
Cell_0456,01/02/2024,beam_failure,7,0.999,11.012,-74.709,-8.232,10.531,2.221,24.234,2.927,3.282,0.063,20.643,18.171,8.0,2.668,0.416,0.634,3.0,4.0,0.367,99.559,99.35,95.401,12.962,-115.454,4.741,0.224,-4.78
Cell_0456,01/03/2024,beam_failure,7,1.0,16.573,-76.677,-8.505,9.359,2.396,24.406,2.396,2.801,0.089,24.088,18.33,10.0,2.344,0.496,0.529,5.0,5.0,0.382,99.82,97.507,94.749,15.056,-112.706,3.906,0.29,2.53
Cell_0456,01/04/2024,beam_failure,7,1.0,13.729,-74.366,-8.729,9.652,0.955,25.204,6.063,3.09,0.099,22.253,19.134,12.0,2.54,0.512,0.508,0.0,5.0,0.384,98.533,100.0,96.673,11.798,-110.822,10.102,0.115,-0.75
Cell_0456,01/05/2024,beam_failure,7,0.99,14.66,-72.817,-8.676,10.354,2.592,21.053,3.197,2.448,0.08,19.398,16.106,7.0,2.32,0.438,0.565,3.0,2.0,0.395,98.761,99.567,95.96,13.801,-111.333,3.995,0.275,-0.87
Cell_0456,01/06/2024,beam_failure,7,0.819,15.445,-79.763,-9.137,10.41,0.712,23.298,0.591,3.895,0.076,18.178,13.874,7.0,2.213,0.456,0.571,2.0,5.0,0.361,98.346,98.13,94.537,9.462,-108.051,14.621,0.081,-0.17
Cell_0456,01/07/2024,beam_failure,7,0.798,18.181,-79.657,-7.922,10.613,2.268,26.542,1.953,3.009,0.081,15.714,14.259,6.0,2.499,0.419,0.565,1.0,10.0,0.388,100.0,98.103,98.358,10.225,-112.045,4.679,0.233,2.26
Cell_0456,01/08/2024,beam_failure,7,0.953,6.723,-86.493,-13.586,6.283,1.127,8.989,17.511,14.023,0.362,19.986,19.609,5.0,1.46,0.152,0.816,31.0,20.0,0.626,87.254,86.813,79.111,10.73,-108.035,5.575,0.035,-2.7
Cell_0456,01/09/2024,beam_failure,7,0.979,6.211,-81.916,-12.502,5.844,1.0,9.565,18.781,13.389,0.288,21.921,19.035,5.0,0.937,0.165,0.803,33.0,17.0,0.473,86.458,89.083,77.952,13.182,-103.795,5.844,0.034,-2.56
Cell_0456,01/10/2024,beam_failure,7,1.0,9.178,-82.366,-13.128,5.681,1.0,9.723,22.528,13.639,0.253,23.737,18.427,5.0,1.201,0.115,0.879,29.0,21.0,0.559,85.98,85.791,78.289,13.231,-101.573,5.681,0.022,0.66
Cell_0456,01/11/2024,beam_failure,7,1.0,6.107,-81.911,-13.708,5.333,0.5,9.878,22.661,11.738,0.314,20.135,16.213,5.0,1.033,0.149,0.892,20.0,27.0,0.558,87.148,86.944,79.276,12.607,-109.249,10.667,0.014,-1.89
Cell_0456,01/12/2024,beam_failure,7,0.955,6.585,-86.617,-14.236,5.724,0.436,10.535,36.122,13.556,0.31,17.035,16.013,5.0,1.155,0.178,0.831,30.0,20.0,0.698,85.284,87.221,78.396,12.932,-107.412,11.449,0.014,-2.0
Cell_0456,01/13/2024,beam_failure,7,0.797,7.746,-85.426,-13.839,6.189,1.048,10.011,60.137,13.789,0.304,11.901,14.271,5.0,1.134,0.149,0.802,21.0,20.0,0.526,88.905,86.99,78.959,11.208,-105.942,5.907,0.016,-1.54
Cell_0456,01/14/2024,beam_failure,7,0.804,7.566,-82.384,-12.897,4.977,0.4,10.35,16.674,19.05,0.318,18.946,13.984,3.0,1.094,0.159,0.838,27.0,22.0,0.567,87.682,86.94,75.472,8.512,-105.725,9.954,0.017,0.1
Cell_0456,01/15/2024,beam_failure,7,0.953,0.641,-90.64,-14.081,4.83,1.153,9.468,16.401,20.043,0.24,21.737,18.732,4.0,1.464,0.105,0.941,31.0,29.0,0.571,89.059,85.721,78.182,10.718,-101.808,4.189,0.025,-6.6
Cell_0456,01/16/2024,beam_failure,7,1.0,6.449,-86.445,-14.447,6.123,1.025,9.196,17.751,11.578,0.25,22.758,20.598,4.0,1.02,0.142,0.837,28.0,19.0,0.527,86.447,86.61,76.637,12.192,-106.464,5.973,0.03,-2.74
Cell_0456,01/17/2024,beam_failure,7,0.935,0.665,-80.647,-12.497,5.627,1.226,9.026,19.082,14.431,0.279,20.008,16.513,5.0,1.19,0.123,0.843,25.0,28.0,0.612,89.465,86.099,80.784,11.114,-107.98,4.589,0.03,-7.77
Cell_0456,01/18/2024,beam_failure,7,0.925,6.845,-80.605,-12.509,6.449,1.0,9.717,19.854,13.894,0.265,18.382,15.178,4.0,1.116,0.154,0.803,26.0,24.0,0.51,88.613,83.264,82.335,9.467,-102.987,6.449,0.031,-2.83
Cell_0456,01/19/2024,beam_failure,7,1.0,7.617,-88.866,-12.742,6.139,1.213,10.217,21.253,14.381,0.251,24.178,19.628,5.0,1.204,0.143,0.867,27.0,23.0,0.711,86.508,87.057,77.789,13.612,-114.478,5.062,0.034,-1.59
Cell_0456,01/20/2024,beam_failure,7,0.854,7.755,-85.499,-13.806,6.272,1.173,10.263,22.845,15.104,0.273,13.313,16.784,3.0,1.005,0.184,0.811,23.0,17.0,0.648,87.944,86.453,79.274,10.08,-105.858,5.348,0.042,-1.65
Cell_0456,01/21/2024,beam_failure,7,0.724,0.86,-81.362,-14.534,6.151,1.264,10.058,17.202,9.131,0.285,16.553,12.112,4.0,0.602,0.14,0.843,35.0,20.0,0.646,86.713,84.499,77.655,6.919,-103.497,4.865,0.037,-8.37
Cell_0456,01/22/2024,beam_failure,7,0.978,8.09,-84.864,-14.235,5.374,1.19,10.855,15.157,17.395,0.231,17.824,19.171,5.0,1.02,0.158,0.842,40.0,20.0,0.484,88.279,87.899,79.41,9.706,-104.737,4.515,0.04,0.03
Cell_0456,01/23/2024,beam_failure,7,1.0,6.142,-91.062,-12.054,5.55,1.087,9.933,19.375,17.172,0.323,23.27,17.496,7.0,0.958,0.139,0.81,32.0,17.0,0.584,86.507,85.301,76.159,14.112,-108.298,5.105,0.031,-2.18
Cell_0456,01/24/2024,beam_failure,7,1.0,6.442,-86.517,-14.196,5.787,1.209,10.549,17.7,14.524,0.276,16.987,15.087,6.0,1.241,0.154,0.836,33.0,19.0,0.535,86.783,84.456,80.288,13.468,-110.988,4.786,0.038,-2.24
Cell_0456,01/25/2024,beam_failure,7,0.982,0.745,-84.673,-13.092,6.186,1.232,9.647,15.919,15.598,0.278,22.666,13.639,6.0,1.191,0.134,0.864,38.0,21.0,0.676,85.477,85.943,75.305,9.728,-102.893,5.022,0.035,-8.53
Cell_0456,01/26/2024,beam_failure,7,0.94,7.475,-89.124,-12.46,6.061,1.152,10.484,12.648,17.346,0.293,18.091,17.013,3.0,1.08,0.141,0.878,26.0,19.0,0.578,87.921,84.341,77.793,14.194,-110.066,5.26,0.035,-1.62
Cell_0456,01/27/2024,beam_failure,7,0.853,7.427,-78.891,-14.074,5.115,1.261,10.623,17.156,14.114,0.269,20.857,13.755,4.0,0.734,0.139,0.847,29.0,16.0,0.569,87.667,87.415,76.203,10.585,-110.746,4.057,0.036,-0.25
Cell_0456,01/28/2024,beam_failure,7,0.784,7.046,-85.478,-13.482,5.528,1.17,10.465,58.489,16.279,0.259,14.303,14.487,5.0,1.192,0.131,0.874,27.0,15.0,0.575,86.266,85.104,76.393,10.463,-103.564,4.726,0.016,-1.25
Cell_0456,01/29/2024,beam_failure,7,1.0,6.209,-85.23,-14.699,6.07,1.348,9.577,12.628,15.769,0.314,20.311,19.84,5.0,1.189,0.14,0.859,40.0,23.0,0.6,86.176,85.716,77.683,12.775,-110.714,4.503,0.041,-2.9
Cell_0456,01/30/2024,beam_failure,7,0.98,8.994,-80.35,-13.455,6.737,1.196,10.535,20.299,13.769,0.263,21.429,18.902,3.0,1.423,0.133,0.815,22.0,19.0,0.445,86.194,87.228,77.842,14.582,-108.211,5.634,0.032,-1.11
Cell_0457,01/01/2024,healthy,-1,1.0,14.947,-73.78,-10.45,11.748,2.469,24.791,2.95,2.403,0.15,44.454,28.199,19.0,7.612,0.606,0.369,2.0,4.0,0.206,99.067,99.62,99.744,25.891,-100.523,4.758,0.363,-2.67
Cell_0457,01/02/2024,healthy,-1,0.976,17.283,-74.955,-9.557,12.878,2.302,25.174,3.86,3.253,0.101,41.631,20.92,14.0,6.63,0.619,0.393,2.0,4.0,0.194,98.582,98.584,98.25,21.767,-108.156,5.594,0.342,-2.03
Cell_0457,01/03/2024,healthy,-1,0.987,17.44,-78.88,-9.382,12.471,2.447,23.266,3.075,1.996,0.097,39.269,22.897,12.0,6.474,0.559,0.439,1.0,6.0,0.213,98.299,99.62,97.952,23.865,-103.956,5.095,0.332,-1.27
Cell_0457,01/04/2024,healthy,-1,1.0,17.297,-78.691,-9.788,12.54,2.797,24.125,2.876,1.583,0.089,45.185,22.598,18.0,5.067,0.613,0.396,3.0,4.0,0.203,100.0,100.0,98.928,26.099,-104.881,4.483,0.416,-1.51
Cell_0457,01/05/2024,healthy,-1,0.993,16.327,-76.89,-10.028,12.735,2.716,23.963,2.604,2.668,0.116,50.183,21.075,15.0,7.45,0.511,0.51,2.0,4.0,0.223,99.506,98.135,99.58,24.684,-105.96,4.689,0.338,-2.78
Cell_0457,01/06/2024,healthy,-1,0.796,17.717,-75.208,-9.267,10.827,2.625,21.701,2.55,2.293,0.15,34.422,17.912,10.0,5.407,0.627,0.394,1.0,4.0,0.215,99.021,98.227,100.0,18.208,-103.621,4.124,0.401,1.48
Cell_0457,01/07/2024,healthy,-1,0.831,15.958,-71.247,-10.059,13.114,2.772,25.116,2.861,2.443,0.092,38.56,24.189,15.0,7.243,0.7,0.288,3.0,9.0,0.199,98.671,99.726,98.571,17.746,-112.457,4.731,0.471,-3.71
Cell_0457,01/08/2024,healthy,-1,0.995,16.602,-79.096,-10.643,12.613,2.553,25.59,2.568,3.031,0.121,51.836,20.411,16.0,4.76,0.595,0.397,3.0,3.0,0.222,99.666,98.374,98.082,22.713,-109.519,4.94,0.37,-2.32
Cell_0457,01/09/2024,healthy,-1,1.0,16.015,-72.556,-9.189,13.218,2.215,26.181,3.389,2.598,0.117,49.705,24.167,13.0,7.872,0.585,0.418,1.0,2.0,0.22,97.897,99.183,97.28,24.662,-112.03,5.967,0.313,-3.81
Cell_0457,01/10/2024,healthy,-1,0.987,16.594,-84.598,-9.26,10.911,2.668,23.733,3.55,2.499,0.111,45.807,30.55,13.0,7.51,0.703,0.302,2.0,8.0,0.229,98.533,100.0,97.276,23.679,-103.085,4.09,0.452,0.23
Cell_0457,01/11/2024,healthy,-1,0.994,14.97,-75.272,-9.261,13.739,2.695,24.879,3.553,2.097,0.09,50.576,26.972,17.0,7.862,0.482,0.512,3.0,3.0,0.223,99.821,100.0,99.389,21.761,-105.875,5.098,0.313,-5.64
Cell_0457,01/12/2024,healthy,-1,1.0,17.815,-77.17,-9.254,12.179,2.61,24.109,3.174,1.434,0.11,52.291,21.956,20.0,6.239,0.624,0.365,2.0,6.0,0.266,97.341,98.892,98.059,22.775,-106.508,4.667,0.394,-0.45
Cell_0457,01/13/2024,healthy,-1,0.846,16.254,-70.058,-10.079,13.363,2.295,22.512,2.978,2.733,0.104,36.807,24.285,11.0,7.217,0.558,0.468,1.0,2.0,0.238,98.702,100.0,98.746,22.665,-102.721,5.823,0.31,-3.79
Cell_0457,01/14/2024,healthy,-1,0.759,15.195,-76.496,-10.03,12.397,2.681,25.442,3.149,1.782,0.113,33.639,18.348,9.0,6.169,0.553,0.414,0.0,2.0,0.234,98.599,100.0,98.942,18.116,-104.411,4.624,0.359,-3.4
Cell_0457,01/15/2024,healthy,-1,0.978,18.321,-72.028,-9.676,12.073,2.728,22.246,3.259,2.685,0.102,48.135,25.714,16.0,5.331,0.725,0.296,3.0,5.0,0.251,97.031,100.0,100.0,22.696,-105.878,4.425,0.479,0.21
Cell_0457,01/16/2024,healthy,-1,1.0,18.085,-81.648,-9.626,12.802,2.454,26.112,3.568,2.922,0.12,47.023,27.024,19.0,7.875,0.576,0.407,2.0,4.0,0.179,100.0,99.32,99.712,23.092,-103.331,5.217,0.341,-1.12
Cell_0457,01/17/2024,healthy,-1,1.0,17.04,-78.738,-9.672,12.227,2.419,25.943,3.373,2.231,0.09,52.793,20.624,15.0,6.518,0.593,0.394,1.0,6.0,0.241,100.0,99.503,100.0,21.664,-102.016,5.055,0.346,-1.3
Cell_0457,01/18/2024,healthy,-1,0.983,15.486,-74.642,-9.74,13.109,2.446,24.47,2.209,2.33,0.119,48.396,24.421,18.0,6.115,0.49,0.502,6.0,3.0,0.202,97.794,100.0,100.0,28.759,-103.072,5.36,0.293,-4.18
Cell_0457,01/19/2024,healthy,-1,1.0,14.471,-83.607,-8.983,11.49,2.324,22.425,2.247,2.775,0.09,50.736,23.731,16.0,7.497,0.585,0.412,2.0,4.0,0.186,99.28,99.91,97.749,20.684,-110.297,4.945,0.332,-2.76
Cell_0457,01/20/2024,healthy,-1,0.807,18.662,-82.063,-10.171,11.682,2.524,24.672,2.706,2.279,0.059,33.771,22.509,15.0,6.279,0.573,0.402,4.0,5.0,0.199,98.129,99.664,98.583,22.819,-104.283,4.628,0.352,1.14
Cell_0457,01/21/2024,healthy,-1,0.726,16.606,-68.068,-9.165,12.911,2.535,24.264,3.378,2.775,0.125,34.735,18.872,10.0,4.238,0.518,0.505,0.0,2.0,0.232,99.416,99.59,99.858,16.031,-110.115,5.094,0.317,-2.76
Cell_0457,01/22/2024,healthy,-1,0.973,17.067,-77.767,-9.769,12.679,2.914,24.677,2.733,2.477,0.09,46.324,21.092,18.0,7.021,0.647,0.346,3.0,5.0,0.245,98.536,100.0,98.087,19.784,-104.065,4.352,0.458,-1.95
Cell_0457,01/23/2024,healthy,-1,1.0,17.52,-77.055,-10.524,13.893,2.288,24.597,2.706,2.508,0.086,39.866,26.726,18.0,6.961,0.597,0.387,1.0,2.0,0.242,98.234,100.0,99.782,23.943,-102.245,6.072,0.332,-3.32
Cell_0457,01/24/2024,healthy,-1,1.0,15.459,-80.401,-9.96,12.886,2.361,24.309,3.573,1.894,0.102,40.735,27.813,20.0,5.988,0.659,0.396,1.0,4.0,0.24,98.459,99.008,100.0,28.059,-110.944,5.457,0.375,-3.87
Cell_0457,01/25/2024,healthy,-1,0.978,16.525,-72.057,-10.219,12.747,2.473,23.013,3.995,2.455,0.103,44.316,26.341,18.0,6.369,0.648,0.359,2.0,2.0,0.214,98.031,99.65,98.559,27.042,-106.113,5.154,0.385,-2.6
Cell_0457,01/26/2024,healthy,-1,0.918,15.091,-73.373,-8.779,11.853,2.578,23.001,3.298,1.735,0.114,42.413,20.221,17.0,5.329,0.59,0.442,2.0,5.0,0.211,98.467,99.678,99.433,17.089,-103.484,4.599,0.368,-2.69
Cell_0457,01/27/2024,healthy,-1,0.883,18.306,-74.321,-9.014,13.172,2.525,22.63,2.847,1.96,0.075,39.552,23.626,16.0,6.27,0.641,0.346,6.0,4.0,0.221,98.609,99.864,97.767,21.329,-102.874,5.217,0.393,-1.45
Cell_0457,01/28/2024,healthy,-1,0.745,17.283,-77.847,-8.993,12.865,2.719,25.522,3.406,2.113,0.103,34.568,19.032,9.0,5.814,0.613,0.365,2.0,4.0,0.241,98.381,99.05,98.871,19.586,-104.154,4.731,0.403,-2.01
Cell_0457,01/29/2024,healthy,-1,1.0,17.189,-76.234,-9.322,12.533,2.516,23.72,3.015,1.949,0.113,45.539,25.469,17.0,9.042,0.551,0.43,0.0,2.0,0.178,98.279,100.0,99.51,29.258,-107.569,4.981,0.336,-1.61
Cell_0457,01/30/2024,healthy,-1,1.0,17.733,-78.496,-10.78,12.203,2.451,25.944,2.921,2.039,0.111,56.928,27.926,15.0,6.315,0.604,0.421,1.0,3.0,0.215,97.709,100.0,96.952,26.913,-106.509,4.978,0.359,-0.57
Cell_0458,01/01/2024,beam_failure,13,0.968,16.644,-76.35,-7.421,10.422,2.51,20.718,3.122,2.278,0.067,28.884,15.658,5.0,3.091,0.414,0.568,7.0,4.0,0.175,100.0,99.081,94.824,17.84,-107.712,4.152,0.252,1.01
Cell_0458,01/02/2024,beam_failure,13,0.994,15.803,-78.46,-7.723,9.012,2.638,26.53,5.094,1.812,0.068,26.139,17.362,6.0,3.645,0.373,0.602,4.0,9.0,0.182,99.94,96.933,94.126,17.024,-109.606,3.416,0.233,2.29
Cell_0458,01/03/2024,beam_failure,13,0.992,1.481,-80.215,-7.369,9.016,2.547,24.082,4.433,1.444,0.053,29.093,18.981,8.0,2.738,0.559,0.406,3.0,4.0,0.161,96.48,99.113,98.563,18.743,-106.493,3.54,0.34,-12.04
Cell_0458,01/04/2024,beam_failure,13,0.974,16.607,-79.949,-6.903,9.541,0.863,24.277,15.075,2.341,0.06,24.685,17.067,5.0,2.86,0.487,0.514,2.0,5.0,0.186,100.0,99.675,100.0,19.359,-106.69,11.06,0.089,2.3
Cell_0458,01/05/2024,beam_failure,13,0.992,14.194,-78.705,-8.192,9.301,2.192,23.316,4.159,2.337,0.06,25.699,19.927,6.0,3.632,0.418,0.567,2.0,4.0,0.174,98.818,99.253,94.656,16.074,-113.352,4.243,0.219,0.24
Cell_0458,01/06/2024,beam_failure,13,0.769,13.196,-78.09,-7.545,10.339,2.498,26.163,3.299,2.099,0.079,23.027,14.54,5.0,2.622,0.444,0.589,2.0,8.0,0.19,98.178,99.827,95.75,14.723,-105.59,4.138,0.268,-2.31
Cell_0458,01/07/2024,beam_failure,13,0.718,13.59,-80.088,-7.076,8.856,2.396,18.943,13.904,1.841,0.06,18.333,11.142,4.0,2.368,0.409,0.571,4.0,5.0,0.206,99.206,99.449,94.358,12.421,-111.045,3.696,0.211,0.31
Cell_0458,01/08/2024,beam_failure,13,1.0,16.166,-77.49,-6.275,9.771,0.986,26.09,4.616,1.605,0.056,29.934,17.933,7.0,4.565,0.422,0.555,4.0,5.0,0.147,99.092,98.356,93.946,16.896,-106.885,9.909,0.099,1.51
Cell_0458,01/09/2024,beam_failure,13,0.986,12.186,-76.656,-7.448,8.464,2.114,23.659,4.28,1.773,0.063,27.538,19.972,8.0,3.607,0.404,0.531,1.0,5.0,0.193,98.719,99.237,96.722,16.214,-108.376,4.004,0.204,-0.51
Cell_0458,01/10/2024,beam_failure,13,0.984,1.381,-83.816,-7.609,9.343,1.106,27.973,1.568,2.581,0.063,23.495,16.611,4.0,3.18,0.433,0.521,8.0,10.0,0.162,96.699,97.268,96.696,18.231,-105.662,8.451,0.118,-12.63
Cell_0458,01/11/2024,beam_failure,13,1.0,10.192,-74.152,-7.048,9.729,2.059,21.888,3.859,2.142,0.046,31.071,16.19,2.0,2.761,0.447,0.498,2.0,3.0,0.169,100.0,97.898,96.438,15.982,-111.553,4.724,0.221,-4.4
Cell_0458,01/12/2024,beam_failure,13,0.953,13.284,-82.985,-6.797,10.962,2.53,26.041,5.213,1.717,0.074,27.381,17.759,4.0,3.299,0.393,0.615,3.0,4.0,0.151,100.0,98.021,93.336,15.738,-99.253,4.333,0.236,-3.16
Cell_0458,01/13/2024,beam_failure,13,0.854,15.56,-76.753,-7.48,9.34,1.791,21.803,4.481,2.113,0.062,23.272,18.423,4.0,2.751,0.393,0.568,6.0,4.0,0.178,100.0,98.386,93.14,12.734,-105.778,5.216,0.168,1.55
Cell_0458,01/14/2024,beam_failure,13,0.727,0.826,-85.547,-12.138,5.214,0.4,12.453,29.247,14.567,0.355,20.321,10.66,2.0,0.779,0.091,0.905,25.0,30.0,0.625,90.306,89.974,78.28,11.217,-100.705,10.427,0.008,-6.99
Cell_0458,01/15/2024,beam_failure,13,1.0,7.922,-84.991,-14.425,4.912,1.332,11.973,18.087,12.012,0.329,28.808,14.595,3.0,0.948,0.096,0.948,29.0,21.0,0.597,89.989,87.868,80.636,13.86,-98.737,3.688,0.026,0.55
Cell_0458,01/16/2024,beam_failure,13,1.0,9.019,-89.096,-12.672,5.567,1.0,13.482,93.122,18.842,0.377,27.637,16.245,3.0,0.883,0.106,0.891,36.0,24.0,0.536,88.981,88.082,82.578,19.256,-106.224,5.567,0.002,0.67
Cell_0458,01/17/2024,beam_failure,13,0.981,8.709,-88.516,-13.22,5.038,1.289,12.398,27.155,14.511,0.437,32.331,18.459,3.0,0.822,0.102,0.896,26.0,16.0,0.651,88.432,86.648,81.562,19.73,-106.018,3.907,0.024,1.15
Cell_0458,01/18/2024,beam_failure,13,0.994,8.278,-88.912,-12.799,5.17,1.097,14.656,25.162,12.501,0.464,28.572,16.717,3.0,1.188,0.101,0.908,36.0,15.0,0.579,89.436,87.127,78.329,15.885,-101.556,4.713,0.021,0.52
Cell_0458,01/19/2024,beam_failure,13,1.0,8.305,-92.111,-12.695,4.661,1.082,11.789,25.591,16.527,0.368,24.144,19.711,3.0,0.973,0.089,0.889,29.0,20.0,0.559,90.443,87.957,79.358,18.127,-101.245,4.309,0.018,1.31
Cell_0458,01/20/2024,beam_failure,13,0.815,6.746,-88.225,-11.519,5.193,1.102,13.535,19.246,17.369,0.361,18.852,13.844,2.0,0.75,0.102,0.906,30.0,26.0,0.508,91.285,85.976,81.318,14.355,-104.559,4.712,0.023,-1.04
Cell_0458,01/21/2024,beam_failure,13,0.788,6.305,-84.199,-13.982,5.22,1.253,12.957,29.465,15.436,0.332,22.572,13.817,2.0,0.801,0.074,0.918,39.0,24.0,0.545,88.781,87.647,77.735,14.536,-106.031,4.167,0.016,-1.53
Cell_0458,01/22/2024,beam_failure,13,0.954,0.817,-84.857,-13.493,4.596,1.232,10.494,25.482,12.925,0.41,25.466,20.031,2.0,0.741,0.099,0.933,35.0,16.0,0.493,88.811,89.321,80.709,14.353,-106.533,3.729,0.023,-6.08
